TIMESTAMP,Counter,DepthCm,Latitude,Longitude
13/04/2016 7:29,102258,66.54,79.982225,-86.286818
13/04/2016 7:29,102259,71.82,79.982230,-86.286738
13/04/2016 7:29,102260,79.24,79.982227,-86.286673
13/04/2016 7:29,102261,82.4,79.982225,-86.286603
13/04/2016 7:29,102262,85.3,79.982218,-86.286543
13/04/2016 7:29,102263,99.1,79.982215,-86.286493
13/04/2016 7:29,102264,111.3,79.982213,-86.286392
13/04/2016 7:29,102265,70.98,79.982212,-86.286318
13/04/2016 7:29,102266,120.2,79.982197,-86.286280
13/04/2016 7:29,102267,75.98,79.982190,-86.286240
13/04/2016 7:29,102268,22.47,79.982177,-86.286193
13/04/2016 7:29,102269,4.091,79.982170,-86.286117
13/04/2016 7:29,102270,7.914,79.982168,-86.286095
13/04/2016 7:29,102271,17.86,79.982168,-86.286038
13/04/2016 7:29,102272,35.62,79.982160,-86.285975
13/04/2016 7:29,102273,9.88,79.982152,-86.285908
13/04/2016 7:29,102274,8.64,79.982143,-86.285858
13/04/2016 7:29,102275,13.25,79.982132,-86.285807
13/04/2016 7:29,102276,15.11,79.982137,-86.285768
13/04/2016 7:29,102277,23.15,79.982138,-86.285680
13/04/2016 7:29,102278,11.62,79.982145,-86.285653
13/04/2016 7:29,102279,34.73,79.982153,-86.285635
13/04/2016 7:29,102280,60.58,79.982162,-86.285547
13/04/2016 7:29,102281,48.22,79.982167,-86.285523
13/04/2016 7:29,102282,62.6,79.982173,-86.285523
13/04/2016 7:29,102283,58,79.982183,-86.285482
13/04/2016 7:29,102284,41.69,79.982195,-86.285485
13/04/2016 7:29,102285,40.74,79.982198,-86.285488
13/04/2016 7:29,102286,48.78,79.982212,-86.285423
13/04/2016 7:29,102287,35.34,79.982222,-86.285362
13/04/2016 7:29,102288,4.485,79.982233,-86.285385
13/04/2016 7:29,102289,13.93,79.982242,-86.285383
13/04/2016 7:30,102290,11.57,79.982252,-86.285317
13/04/2016 7:30,102291,55.75,79.982258,-86.285253
13/04/2016 7:30,102292,9.88,79.982267,-86.285278
13/04/2016 7:30,102293,38.15,79.982272,-86.285230
13/04/2016 7:30,102294,25.34,79.982282,-86.285227
13/04/2016 7:30,102295,56.31,79.982297,-86.285205
13/04/2016 7:30,102296,31.35,79.982312,-86.285187
13/04/2016 7:30,102297,60.24,79.982315,-86.285183
13/04/2016 7:30,102298,42.48,79.982333,-86.285170
13/04/2016 7:30,102299,74.75,79.982347,-86.285143
13/04/2016 7:30,102300,55.3,79.982353,-86.285142
13/04/2016 7:30,102301,41.19,79.982365,-86.285115
13/04/2016 7:30,102302,4.148,79.982377,-86.285102
13/04/2016 7:30,102303,42.93,79.982388,-86.285072
13/04/2016 7:30,102304,13.59,79.982395,-86.285070
13/04/2016 7:30,102305,19.55,79.982402,-86.285117
13/04/2016 7:30,102306,21.35,79.982400,-86.285152
13/04/2016 7:30,102307,8.31,79.982403,-86.285213
13/04/2016 7:30,102308,5.103,79.982405,-86.285292
13/04/2016 7:30,102309,71.6,79.982420,-86.285345
13/04/2016 7:30,102310,45.4,79.982420,-86.285392
13/04/2016 7:30,102311,73.62,79.982422,-86.285483
13/04/2016 7:30,102312,64.97,79.982430,-86.285530
13/04/2016 7:30,102313,64.46,79.982432,-86.285537
13/04/2016 7:30,102314,75.08,79.982447,-86.285630
13/04/2016 7:30,102315,87.2,79.982453,-86.285690
13/04/2016 7:30,102316,36.3,79.982470,-86.285737
13/04/2016 7:30,102317,22.75,79.982467,-86.285765
13/04/2016 7:30,102318,6.059,79.982460,-86.285840
13/04/2016 7:30,102319,8.87,79.982465,-86.285902
13/04/2016 7:30,102320,5.497,79.982467,-86.285955
13/04/2016 7:30,102321,9.94,79.982472,-86.285998
13/04/2016 7:30,102322,12.13,79.982480,-86.286058
13/04/2016 7:30,102323,23.26,79.982488,-86.286110
13/04/2016 7:30,102324,28.77,79.982492,-86.286195
13/04/2016 7:30,102325,32.98,79.982493,-86.286267
13/04/2016 7:30,102326,25.06,79.982493,-86.286335
13/04/2016 7:30,102327,29.78,79.982498,-86.286403
13/04/2016 7:30,102328,30.45,79.982500,-86.286443
13/04/2016 7:30,102329,17.02,79.982505,-86.286530
